Entity;Year;Maize Production (tonnes);Rice  Production ( tonnes);Yams  Production (tonnes);Wheat Production (tonnes);Tomatoes Production (tonnes);Tea  Production ( tonnes );Sweet potatoes  Production (tonnes);Sunflower seed  Production (tonnes);Sugar cane Production (tonnes);Soybeans  Production (tonnes);Rye  Production (tonnes);Potatoes  Production (tonnes);Oranges  Production (tonnes);Peas, dry Production ( tonnes);Palm oil  Production (tonnes);Grapes  Production (tonnes);Coffee, green Production ( tonnes);Cocoa beans Production (tonnes);Meat, chicken  Production (tonnes);Bananas  Production ( tonnes);Avocados Production (tonnes);Apples Production (tonnes)
Dominican Republic;1991;43209;1424536;281578;20788464;37392040;937;1500;14540;58500;1800;27700;388660;3925858;0;35000;327700;2546;432541;67090;520321;17000;21000
Dominican Republic;1992;46154;1757468;283053;24701898;41145416;937;1500;15133;85900;1750;30300;353920;4603162;2600;35000;352000;1969;4856534;69113;466131;17000;17000
Dominican Republic;1993;40608;1970801;284464;23148362;46532684;937;1600;15345;90000;1650;14000;338206;4342897;4500;50000;323200;2009;26938;91354;460789;17000;16000
Dominican Republic;1994;2850386;1791056;3000;2086213;47957540;937;1900;15776;110000;1750;29000;362228;4436518;2700;80000;309900;1997;29473;98905;477821;17000;20000
Dominican Republic;1995;469477;1715603;3000;20814815;50458544;11984;1600;17198;110000;1780;17000;368605;4259065;2500;84000;338300;2170;30067;106327;430149;17000;22000
Dominican Republic;1996;4030786;1831674;296906;20627746;49389796;11984;1600;17091;110000;550;16800;214519;4324129;2600;121000;323700;1861;20100;111233;419236;18000;20000
Dominican Republic;1997;33877;1682637;290477;19765521;51896260;13432;1600;18088;110000;100;17900;497034;4094786;3400;123000;310400;1991;21140;116872;398374;20000;13000
Dominican Republic;1998;3704527;1918064;291575;22873222;53918084;13432;1600;24018;110000;60;16600;428442;3791032;2400;132000;311300;1972;23429;120760;390114;20000;9100
Dominican Republic;1999;30319;2126434;293399;2196643;56840370;18664;2500;23616;110000;50;10885;531496;3973845;2200;131000;301900;1589;25160;127731;423390;20000;11900
Dominican Republic;2000;23919;2222693;295921;20385818;58631776;18664;1700;23640;110000;50;10900;473204;4050833;2400;110000;307900;1805;26580;136310;38380284;20000;10000
Dominican Republic;2001;36515;2093997;296502;17019465;60378720;18664;2500;24671;110000;50;11000;547857;4100729;2500;133000;295700;1358;27368;141103;4555442;22000;10300
Dominican Republic;2002;30267;2167715;297658;2092097;62206616;19016;2500;29386;110000;3887;8000;590726;4114289;2500;145000;275100;1040;28823;148395;43254625;22000;10800
Dominican Republic;2003;4399002;2085253;298813;20185235;64121670;19016;2500;32577;110000;2623;11243;534105;5218143;1300;180000;276100;1146;26145;150034;41262497;22000;9800
Dominican Republic;2004;377077;2369446;141300;1778170;65957164;19016;1050;37490;110000;2623;10242;562657;3903199;1000;202000;270800;1486;38032;146559;44014947;22000;10100
Dominican Republic;2005;3516951;2264663;147100;1629072;68760240;19016;650;33159;139900;2623;6411;239715;4949152;1000;222800;276100;1186;32814;143923;46365034;23000;10000
Dominican Republic;2006;30899;22360815;149300;20746076;5109347;49302;500;40002;139500;2623;9225;441413;5338046;100;224800;259900;1929;34811;143439;45273272;23000;8900
Dominican Republic;2007;29429;20378519;152500;21394722;4983877;48056;1000;36552;146700;2623;6706;257433;4500752;300;223412;245700;1208;33588;144041;44553544;23000;6500
Dominican Republic;2008;27537;22530985;158800;19206698;5394241;49302;1000;40040;140000;2623;7106;381748;5400831;100;271806;250300;1477;31011;147734;45691512;22980;9000
Dominican Republic;2009;35037;2156158;162100;18574288;5617969;49302;800;55166;140000;2623;6161;413367;5915517;300;248882;243900;958;25442;151009;37704212;19170;10350
Dominican Republic;2010;3507802;27113562;163370;1835901;5335302;48056;800;57866;140000;2623;5403;338965;5484323;400;283000;251300;2216;42159;167822;380717;20628;13692
Dominican Republic;2011;35431;2755966;169900;18318692;5669996;49302;800;51969;140000;2511;4385;360793;5523740;300;299000;232900;1379;37754;171722;39164394;39116;10960
Dominican Republic;2012;4159122;26780055;173100;15704155;6399875;51826;1500;50100;140000;4146;4340;317221;6235359;100;336000;242000;1516;36360;206882;4045427;14296;9800
Dominican Republic;2013;4541568;27228712;175600;14587055;6277893;51826;1500;50550;140000;3093;5300;266722;58018265;1300;329000;237500;1632;30407;219253;38307456;27267;10400
Dominican Republic;2014;3597365;24870198;178250;1560777;5994754;48056;4800;46520;140000;325;7590;286790;5788418;1300;316000;225400;1745;41013;204572;42806934;31351;10400
Dominican Republic;2015;3405602;2575901;182600;1356772;6374460;51826;2130;49838;140000;3496;7920;386799;5387499;1375;326000;231700;1274;33496;170301;3782236;37283;11700
Dominican Republic;2016;4166565;26350042;185000;1072940;6984077;51826;4376;78005;145000;3186;860000;339038;5159927;1400;345000;220800;1697;36141;5200;40448925;48477;10600
Dominican Republic;2017;44007;27094242;185380;979220;7043309;51826;2029;89482;145000;3186;1345200;2851005;59295095;1000;310000;205600;1658;50985;5300;39271112;53670;10300
Dominican Republic;2018;4468062;28884612;189000;1095150;8892419;69928;1423;96456;145000;3186;1090500;345922;48857935;1000;365000;219900;2231;45339;5500;3986744;52030;8100
Dominican Republic;2019;4984033;26741448;192857;1058360;8707877;65984;3211;68392;145000;0;1138575;4210608;5816199;3100;382000;210500;1260;42487;5600;41477928;54400;8100
Dominican Republic;2020;5113057;2612330;197240;24656;8057574;5833;2552;124314;145000;0;1299031;3975205;5740452;3200;465000;209100;1560;59128;5900;4451634;52431;11500
Dominican Republic;2021;5472512;27803815;201752;32079;9299194;71274;1644;98611;148000;0;1143319;42258944;5993647;1900;478000;201000;2280;50087;5300;45775175;70948;11800
Ecuador;1961;153047;25529;1000;10776000;5257;10532;6000;11000;5300;12399;548390;836706;46705;1150;3800;43830495;771081;200;640;6000;16250;32827
Ecuador;1962;138365;17774;1000;9853000;4549;10532;2000;10000;5300;3512;605473;840664;46319;1220;3900;46069145;7502773;200;640;5000;16250;31010
Ecuador;1963;191953;15073;1000;12257000;4962;10532;6000;11000;5300;2872;649410;841912;46946;1460;4000;47587975;79547306;250;640;5000;17260;38527
Ecuador;1964;128780;785;1000;10394000;6218;10532;6000;10000;5300;28351;353390;349000;47347;1300;4100;4582972;8002039;200;680;5000;18250;31035
Ecuador;1965;191363;553;1000;11393000;4743;10532;6000;11000;5400;23712;493710;350000;48628;710;4200;4714184;91675025;200;680;6000;18450;37468
Ecuador;1966;174905;673;1000;16540100;5314;136;6000;1085242;5500;2816;492081;355000;4764;770;4300;245550;80627106;200;680;6000;20200;37134
Ecuador;1967;227769;997;1000;18651600;4679;155;6000;1092442;5500;9602;452345;360000;47872;800;4400;245550;7825272;400;680;6000;19944;39230
Ecuador;1968;173892;1017;1000;20093296;4839;155;6000;1103421;5500;10341;511099;360000;48047;900;4500;246200;8286854;250;680;7000;22957;41754
Ecuador;1969;211189;550;1000;23832496;2312;179;6000;1120955;5500;14898;610469;365000;47853;1000;4600;286200;7726093;300;680;7000;25170;42424
Ecuador;1970;256067;562;1000;26409904;3563;180;6000;1110335;5500;26679;664834;390000;10000;600;4800;308800;76106675;515;680;7000;34255;45563
Ecuador;1971;249683;596;1000;24734608;290;179;5000;1107161;5500;29221;611192;385000;3000;1000;4900;338300;8911461;550;680;7700;48115;46381
Ecuador;1972;257739;258;1000;21778000;460;164;4350;1115596;5500;29257;767951;415000;3300;1000;4000;396300;63026525;800;680;8000;40125;31523
Ecuador;1973;245661;595;1000;24104400;510;197;4850;1123963;5500;28978;592859;385258;4000;1000;5300;400650;8690491;580;680;8000;41640;34913
Ecuador;1974;255780;635;1000;28846304;830;164;4700;1131983;5500;43541;845803;509715;3000;1000;5400;409299;7218918;1400;720;8000;43405;31111
Ecuador;1975;273027;800;3500000;29009904;2458;164;4850;11000;5500;49200;787258;509716;2100;1000;4000;380424;8424577;970;720;8000;49820;28770
Ecuador;1976;274987;900;3500000;31749200;2500;164;8270;11500;5500;65361;724323;449996;3100;1000;5700;330538;8332733;1250;720;8000;54100;39653
Ecuador;1977;218450;440;4500000;35507810;2600;145;8270;12000;5500;98704;557280;449995;2000;1100;5800;402677;9143932;1550;720;8000;52600;36377
Ecuador;1978;175760;350;5000000;31830000;2700;164;9090;12000;5500;125104;575278;525657;1500;1200;5900;427877;86408475;1900;680;8000;53660;40635
Ecuador;1979;217870;400;6000000;36312610;2900;145;8160;1174566;5500;150172;477811;402508;2200;1150;6000;447226;99503106;206916;800;8000;56480;39902
Ecuador;1980;241680;470;6987000;37451810;3200;145;7068;1181201;5500;225856;506540;572332;1200;109187;6100;475945;100876425;2800;800;8000;58319;56570
Ecuador;1981;281245;600;7806000;42793904;3200;145;8210;1188487;5500;279558;694593;447333;2200;111488;6000;530965;91508506;4000;760;8000;59300;55197
Ecuador;1982;323978;950;8233000;45476000;3200;145;7290;1194672;5500;363405;982409;475441;1400;114942;6000;497019;10924551;292404;600;8000;61300;24496
Ecuador;1983;229417;850;9785000;44068800;3645;145;6600;1199405;5500;459435;832505;863348;4500;116466;6000;504294;10627709;480731;680;8500;63900;20517
Ecuador;1984;325840;967;12033000;47051810;3700;145;6030;1204754;5500;458392;806839;784993;1900;113012;6000;506583;11263461;518457;800;8500;65000;21051
Ecuador;1985;362611;900;9766000;44322896;3700;145;4603;1210388;5500;693325;760609;921832;3700;111048;6000;530952;1183903;659978;960;8500;67500;19613
Ecuador;1986;466880;800;6900000;46169410;3700;145;5130;1216528;5500;702655;579848;10397366;1900;110713;6000;536163;12522452;6939;960;8500;63800;2053696
Ecuador;1987;431040;662;6935000;54110210;3800;145;5130;197201;6000;918499;1041639;921403;1500;111528;5200;529556;13097336;7348;1000;9000;94962;77000
Ecuador;1988;397622;500;7160000;49849504;3900;145;5450;194073;6000;967150;1167939;9689696;1400;113862;4300;524392;13796141;7508;960;918181;101611;40000
Ecuador;1989;484543;746;8621000;55134496;4000;145;4940;149183;6300;1014700;642124;93310944;600;115075;5200;519247;14618216;8015;1040;939512;108853;38000
Ecuador;1990;465399;209;6556000;55689504;4000;145;2900;231581;6300;1183940;13032942;9245284;3500;115866;3400;508753;13629262;197000;1096;960519;114134;36600
Ecuador;1991;513028;479;6376000;57210100;4000;17128;2470;316142;6350;1389973;15894088;11418718;1400;116658;3583;488845;3400;182000;1160;978923;85743;56000
Ecuador;1992;521682;760;5780000;59840000;4000;17128;3410;201350;6350;1081359;11369221;11418562;1700;81000;3641;510212;3754;223000;1240;10000;84620;51000
Ecuador;1993;581238;800;5256000;65767400;4000;22274;3910;199433;644404;1586929;1185397;208000;3500;66000;4300;520906;3670;298300;1320;10236;87556;31200
Ecuador;1994;581401;1000;5248000;62097400;4000;24188;4267;285551;661428;1742798;11209749;211200;2500;42580;5900;522636;3500;184600;1040;10500;92312;57600
Ecuador;1995;557388;73494;5212000;69350200;4000;2638902;4211;268552;667754;2065748;12579414;214400;1800;24320;5200;536101;3187;267200;1040;11000;95613;144600
Ecuador;1996;603410;400;5385000;66345000;4000;22274;4210;254514;675552;2245793;13313868;216000;1600;22930;5176;551697;8911;238000;800;11500;171532;103230
Ecuador;1997;623481;800;4998000;71287500;4000;29944;4210;317477;690173;1663438;8300991;220000;2000;14920;5500;504232;4327;191800;600;12000;10644078;110453
Ecuador;1998;382464;82962;4600000;76368900;4000;37366;3600;390000;677826;17264576;10993024;224000;2200;11450;6140;5039634;4686;220800;656;1235091;1067213;93100
Ecuador;1999;500314;86716;4738000;69680900;4200;2638902;1005;335183;681184;25320372;9850195;228000;2300;5600;5600;505372;4261;304800;688;1261806;11009387;148880
Ecuador;2000;587516;89667;5209000;72766300;4200;35496;1950;331081;683061;2755721;78101356;232800;0;9200;7621;51074772;4967;256600;712;1243877;11050472;142200
Ecuador;2001;337057;92884;4886000;65760800;4200;2638902;4000;379861;3618829;3322607;66121756;237600;0;13600;7031;45741288;5521;241100;744;1252082;12394462;115620
Ecuador;2002;583361;96083;9132000;72156200;4200;35496;0;155512;3670000;35191258;67107144;242400;0;26655;6000;51030812;5594;215000;768;1201191;131325;101660
Ecuador;2003;625424;1000;9609000;68636900;4200;2638902;0;371935;3468923;39146972;5674642;247200;0;29293;6608;5141235;6935;214000;800;1246352;141789;94290
Ecuador;2004;785191;101846;13624000;69354500;3493;2638902;50;284245;3038191;42465845;5903458;252000;26000;31572;6691;514072;3424;216000;696;13000;135662;117970
Ecuador;2005;788837;104604;16956000;75806700;4000;37366;40;382316;3459687;43303065;8416094;256000;26000;37800;7387;516526;4150;181000;720;1393994;14362448;107150
Ecuador;2006;733627;10753;19781000;78570200;3800;37366;50;427353;3388798;4532300;9262407;264000;24000;32200;7100;559326;4238;193000;800;15000;16007508;114654
Ecuador;2007;944952;110677;21632000;80679400;369583;3699838;50;296172;3830614;50180245;9713439;272000;24000;48526;918992;561878;10076;157000;800;16500;180813;129700
Ecuador;2008;804503;11394;23153000;80803600;360245;3699838;100;504496;3557703;4893298;69578094;280000;29973;34865;936323;5672092;8665;151000;84597;16800;12944209;143856
Ecuador;2009;811386;117089;22818000;86874000;353798;3699838;150;547497;4178422;61863135;7329568;288000;36985;58000;1240845;4845575;8200;153000;92153;17000;12420879;157870
Ecuador;2010;984096;1100;23201000;94880000;349056;3711074;200;484780;3754447;5625125;964790;296000;57917;55410;14000;48298822;12742;174000;92584;1724183;2507662;147561
Ecuador;2011;963262;128279;23972000;93510000;3500;370856;500;677124;4310606;62257925;936830;320000;59949;97940;14000;495580;8400;156000;90751;1748509;26122755;188099
Ecuador;2012;1329532;135129;24768000;95850000;3600;54596;300;803787;3622903;6010668;1270103;328000;63402;51470;14000;51258978;11734;140000;95143;1821286;25892477;181057
Ecuador;2013;1177182;142092;25873000;86530000;3500;3699838;150;788726;3303727;8294956;14738869;320000;129000;427869;14000;5166832;7500;160800;11328;176466;28264966;22248227
Ecuador;2014;16677039;149152;26201000;92290000;3400;370856;100;811442;4094519;8087913;1088284;344000;129000;34787;14000;5343368;11500;160000;86597;1740576;28389525;21654034
Ecuador;2015;18735246;1700;26232000;98510220;3400;3820394;100;492536;3631668;63363425;13248416;360000;90000;42338;14000;5881042;9000;148000;53048;1829316;3031461;25912788
Ecuador;2016;10911081;1700;27911000;99869520;3400;60546;110;960100;4039353;9782333;866146;336000;128000;76725;14000;6644324;9000;150000;96844;1823942;4440928;26280878
Ecuador;2017;14361058;166395;29697000;103596230;34312;60546;50;1500;3290885;10806526;1834160;368000;150400;131178;14000;768434;4200;253000;99908;184032;35123434;2200
Ecuador;2018;1324147;168431;31776000;107860510;3500;63758;150;2300;4285700;7782451;1431840;368000;150400;136541;14000;790068;3600;256000;101409;1857727;150496;2359
Ecuador;2019;14797699;17276;34000000;109590000;3600;63758;100;8700;3934150;12802213;1361719;368000;52000;10812965;14000;9197549;4800;244000;105180;0;152643;1240
Ecuador;2020;1304884;169196;36720000;2869119;3400;758002;65;10000;3830510;13719445;2800;370330;19000;11844611;35000;97394425;1600;268000;109563;0;155093;800
Ecuador;2021;16993696;170129;31136000;2754740;364217;640904;70;4000;4192220;12834215;4000;376000;21000;9250937;35000;10283729;1300;292000;118350;0;163323;593
El Salvador;1961;176300;31900;13563;488254;46000;4199568;206445;1500;3000000;19130;9634;107335630;346413;26554422;7572;77440;1519613;13094723;927808;10837929;150;45110
El Salvador;1962;213900;40300;13867;807013;46000;4199568;212870;2000;2800000;7960;13989;106679144;656221;3275895;7933;3667799;13587511;12770821;988310;707;400;50100
El Salvador;1963;207077;41900;14177;1005288;47000;252486;219520;6000;2500000;8380;10669;102596180;728195;244399;6564;622599;15137179;1317225;1098450;1374;794;50450
El Salvador;1964;191611;0;14492;825955;48000;437485;229653;2920;2300000;1184256;15785;221828590;740509;285231;6869;6056293;16053595;1224461;1204129;1626;3007;51000
El Salvador;1965;203006;0;150;860000;49000;435585;238081;4000;2000000;1453569;10342;205216750;664943;253023;7197;5922088;18716662;11545884;1300557;1586;3670;50274
El Salvador;1966;265914;0;155;1537000;45000;437485;246819;6000;1800000;1442314;20173;222531360;805344;293075;6337;7100;18916708;12147784;1448685;1398;12055;44628
El Salvador;1967;208840;0;15951;1183000;44000;437485;255877;8000;1700000;0;11349;235957950;631609;254221;6352;6900;19439472;8379476;1539655;1135;25215;49932
El Salvador;1968;257550;30400;15895;1236000;46000;435585;265268;10000;1600000;0;22157;215594270;848241;238062;7179;5800;21891078;8290209;1621029;1088;16625;51082
El Salvador;1969;278967;31000;16016;822300;45000;437485;289628;10000;1500000;0;21912;224411200;486730;24471088;11254;5400;24802312;11104682;1669005;915;19040;51464
El Salvador;1970;363078;32514;16127;2625000;48000;437485;322066;8000;1500000;0;9000;238561580;778344;30327628;14153;5000;23516968;11312937;1831457;717;20805;52756
El Salvador;1971;377200;42877;16012;957000;49000;437485;351696;9000;1429280;0;8000;244299660;946041;362999;16339;6000;21810258;11812076;2011839;1422;13820;43245
El Salvador;1972;236782;32615;16052;1339000;55293;435585;37933;10000;1400000;0;4921;215613040;878185;32716662;27267;6000;19871064;11396971;2195445;1548;17400;32596
El Salvador;1973;405520;38000;16064;845400;50000;437485;35415;10500;1300000;0;6828;232389000;788300;412860;40365;6300;23287285;8874134;2326628;1575;14400;40698
El Salvador;1974;352751;52327;16043;1302400;51000;435585;45095;21566;1200000;0;9382;213290540;942900;40127616;45416;6500;22156732;10874969;2422236;1331;14760;39916
El Salvador;1975;439245;65332;227177;695700;10834521;437485;0;22000;1200000;0;10708;206195950;93692325;38004728;50115;6500;2423143;10837603;2472806;1328;16080;40261
