Entity;Year;Maize Production (tonnes);Rice  Production ( tonnes);Yams  Production (tonnes);Wheat Production (tonnes);Tomatoes Production (tonnes);Tea  Production ( tonnes );Sweet potatoes  Production (tonnes);Sunflower seed  Production (tonnes);Sugar cane Production (tonnes);Soybeans  Production (tonnes);Rye  Production (tonnes);Potatoes  Production (tonnes);Oranges  Production (tonnes);Peas, dry Production ( tonnes);Palm oil  Production (tonnes);Grapes  Production (tonnes);Coffee, green Production ( tonnes);Cocoa beans Production (tonnes);Meat, chicken  Production (tonnes);Bananas  Production ( tonnes);Avocados Production (tonnes);Apples Production (tonnes)
Colombia;2004;1623214;33000;195689;25000;39771;1721762;120842820;42000;2736000;2813260;1620;129500;22827219;5050108;4174;815000;269;691704;7476000;2419;159626;21332962
Colombia;2005;1588316;36000;147709;25000;46276;1721762;121452640;39010;2582000;2681690;1560;115385;23810256;47066785;4185;1460000;680;748827;8364000;810;1635;2130274
Colombia;2006;1531145;42000;157557;25000;46958;2673306;108770680;46500;2956500;2712900;1490;97292;23942948;38880378;4182;1310000;750;769386;8180800;1000;153766;18821088
Colombia;2007;1733290;40000;148152;25000;49019;2673306;112718504;43000;4038000;0;1000;81280;25225858;38522852;4178;1345000;1850;740006;8499000;1000;1534;19953056
Colombia;2008;1726546;40000;152238;25000;48085;1721762;121611064;29500;4464000;0;700;116840;272001;45949005;416336;1956000;1400;803593;8790000;1000;1538;17216618
Colombia;2009;1560347;42054;136167;25000;62003;2098142;117125540;28000;3762983;795;200;106680;27038294;50549735;416081;1275000;1200;809583;8850000;1000;142674;18001771
Colombia;2010;1421868;37246;107295;89400;70816;3218912;106348780;19000;3564310;5380;210;132080;27428884;41228412;94846;1420000;1295;844626;9367000;1000;142673;18291658
Colombia;2011;17197948;40452;123005;105600;15530;3218912;104443380;13000;3515322;2945;210;138988;29282456;3008447;108171;1799000;1332;712200;9566000;1000;143126;1679328
Colombia;2012;18728551;46675;113124;57091;16721;2098142;116997710;14600;4908510;3110;210;132080;3118551;28978432;125691;1372000;1724;740500;10133000;1000;14272;17819469
Colombia;2013;17790685;66890;102284;77101;15437;3218912;105595650;20000;5169880;2860;210;172720;37323472;27965148;122913;1520000;1774;720900;10735000;1000;147753;17017515
Colombia;2014;18030391;52657;124516;101249;12320;3218912;107924620;25671;5561050;4780;220;175768;39588372;26887712;150411;1487000;1920;728400;11164000;7099;141458;17296151
Colombia;2015;14710264;51766;136785;111186;15191;3218912;106985816;19346;5306627;19996;220;162560;44764006;29941502;189687;1263000;269;593331;11592000;710;14743;17512685
Colombia;2016;12950886;41461;134620;118011;18731;3218912;107460760;19803;5140322;18000;220;208280;4893004;23394858;225758;1146800;451;656817;11962000;710;154247;17626401
Colombia;2017;1329856;46696;1450593;88424;16507;3218912;106535350;18000;4877241;19000;220;177800;5454201;19680064;282984;1462600;193;590684;12761000;46783;173143;13063334
Colombia;2018;13783679;52607;138834;146800;30779;2411044;114789040;26728;4528167;20700;230;174752;5894635;13215616;352096;1659000;256;767280;12586000;49711;1756;16881578
Colombia;2019;1394863;37968;135303;133003;17327;2673306;109354690;22012;4531531;28600;270;162560;6317885;10629216;431069;1361000;259;734795;12257000;51628;6530;1847551
Colombia;2020;1479010;36848;136731;148420;22082;2098142;119005870;21316;5280400;45700;170;152400;66382025;12344834;580389;1226000;159;720660;12782000;40656;9380;1968628
Colombia;2021;1591400;33585;1561032;144885;22279;1604352;125582180;24029;4404850;56400;168;111760;74877375;19083329;718580;1368000;219;728046;13216000;42965;9570;18231234
Costa Rica;1961;51913;210563650;495599;666052;17171;5538156;190323;7300;1122000;0;21;32800;167632;12000;8300;1541367;27;36173;15636071;11197583;21500;301523
Costa Rica;1962;56794;200091600;529067;675620;15792;6529134;225560;7200;1295000;0;25;33100;164657;9400;11900;1565102;29;39534;16296591;11525835;20000;300110
Costa Rica;1963;59017;196326420;516859;775257;13283;6529134;253053;17000;1406000;1000;145;30900;181747;10500;6000;1595567;32;38221;16931784;11577954;22600;311526
Costa Rica;1964;61224;180439490;489034;780210;16562;6367984;249548;11750;1404400;1000;435;25000;143181;14200;6000;1626032;35;44191;1619784;11998348;22500;348800
Costa Rica;1965;77285;200541540;520682;778763;16055;6529134;314707;28985;1347000;1000;400;25500;154866;25300;7000;1656497;35;38699;16943349;11872618;16628;242000
Costa Rica;1966;77491;202415500;477770;799936;13364;534212;232433;34200;1372000;1000;396;26500;152904;25100;6700;1686962;35;45130;148;12061362;21072;384900
Costa Rica;1967;84771;202755040;527815;798757;15206;534212;307595;33000;1610200;2000;360;27000;172864;9100;4000;1717427;30;46443;148;0;22380;32157872
Costa Rica;1968;81647;206121460;53822806;785878;15540;534212;270611;11470;1638600;3000;205;28000;153060;20150;2000;1747892;19;49829;152;0;23000;33945144
Costa Rica;1969;76750;213711900;524099;798467;16140;5712936;350000;22400;1600000;4000;183;28500;143698;34200;2000;1778357;25;50527;1544;0;23300;325799
Costa Rica;1970;71294;216111420;75362725;112940420;15140;766984;351577;17700;1600000;10000;245;29100;237648;54410;1500;1808822;24;58421;156;0;24000;363142
Costa Rica;1971;70073;216140820;79449556;127497416;15140;766984;363560;19700;1600000;18000;562410;30130;250000;42680;1500;1839287;100600;61532;156;2597000;25500;30661622
Costa Rica;1972;75910;221469090;8660184;100949670;36518;766984;258983;11100;1500000;27000;862394;31160;300000;22610;1500;1868916;117700;54616;160;2486000;25068;375345
Costa Rica;1973;65476;225293280;88366106;130288504;35562;766984;357266;10200;1700000;43000;299538;31850;519794;22300;2000;1912667;104400;52920;164;2473000;25569;2791116
Costa Rica;1974;60519;224970380;90717644;122747450;38446;766984;370905;17900;1650000;66000;119881;32560;498311;16730;1800;1950235;105200;48411;168;3300000;21000;31450375
Costa Rica;1975;67767;227734290;9504213;156528300;28458;852182;274935;11430;1530000;58700;59854;33280;503710;14640;1800;1986147;126100;50351;172;3304000;23000;247666
Costa Rica;1976;91672;232365760;9653751;144762180;23130;852182;319247;12160;1600000;84100;79677;34010;533493;14570;4500;1949683;106200;45549;1776;2522089;26000;28108247
Costa Rica;1977;84703;231776800;9764685;159854050;30028;852182;375444;13470;343000;90500;34938;35000;525236;12920;3000;1962022;102363;45412;184;2556828;29000;20767003
Costa Rica;1978;62284;232875780;10130171;145205300;34053;852182;339049;12600;387000;106600;36888;112924;500507;16010;3286;1965951;112392;47893;1904;2765117;22477;27470353
Costa Rica;1979;72880;231967860;9728759;159709490;30573;852182;408280;15700;390000;75000;63452;115816;355154;13910;7700;1959218;118685;53609;196;3031113;23368;250019
Costa Rica;1980;75314;229765100;8756659;173102720;25014;852182;454493;16500;387000;113000;62616;86687;271961;14530;5000;28069564;126546;50771;204;2911342;23380;288703
Costa Rica;1981;82796;230905900;90894075;161674600;13144;852182;355298;14600;480000;146000;122370;87465;230726;47790;5700;36536372;128386;49426;212;2742948;24288;25140805
Costa Rica;1982;82300;231995150;8703059;184407330;12610;903174;496753;16500;480962;164511;51605;88250;69241;52810;7200;31700832;142682;56020;216;2581639;24293;25982223
Costa Rica;1983;94113;335172;994898;168476050;15707;15182;447000;18200;477331;151709;36040;88000;77620;27080;6500;36475760;145642;58591;220;2495927;24389;26832175
Costa Rica;1984;102869;348492;11160255;138706620;15014;4958704;531285;15490;453157;138700;40021;89046;86695;22020;12350;36490004;157437;56430;224;2676411;25498;2738043
Costa Rica;1985;118660;491720;10781372;176036820;12484;15182;5116829;13575;507023;141470;45961;89847;71431;25210;18000;34623292;139091;61995;232;2544327;26408;27411456
Costa Rica;1986;120211;558148;13024698;168418930;9241;15182;220;15400;462237;142360;84635;90660;77071;72820;26200;35030132;158433;64140;280;2570925;26277;26582234
Costa Rica;1987;127000;643229;13545219;206995120;9681;15582;220;12404;489026;143220;641917;91480;76811;30530;34000;35556960;168217;64594;296;2450690;3956233;25370014
Costa Rica;1988;98200;796813;13706999;167301180;14755;15182;230;12750;390003;170490;100226;91890;76183;54990;36000;33797064;169636;61085;328;2152192;4712825;25223955
Costa Rica;1989;82730;1001711;1483314;190973570;7238;15182;230;15700;362827;176700;66620;92300;84321;78600;39500;37508144;164810;68476;336;2031559;65980;2670178
Costa Rica;1990;66499;1129329;12265079;168301650;15518;15182;240;10392;363316;180000;445982;93140;88483;160000;41000;34602856;177430;62693;344;2269479;5891258;2796653
Costa Rica;1991;51469;1205587;11850601;181535840;13317;15182;240;4250;303335;182000;4425154;93140;86123;249000;42600;33120064;193830;5772729;352;2009850;58967;253107
Costa Rica;1992;39391;1365987;12491295;176061630;8288;15182;250;4050;308408;190000;627306;93560;91349;262000;50000;43182800;189330;4170849;376;1998749;9506389;285810
Costa Rica;1993;36110;1529794;1270982;192632900;8497;15182;250;4860;340391;3890;81871;93980;216618;445000;57000;40820492;183010;4754745;392;1642073;9652446;277110
Costa Rica;1994;34516;1698714;12329108;184372640;5549;15182;260;5000;315346;5000;551384;94402;121702;540000;62000;38068370;196610;505196;400;1677571;949142;303580
Costa Rica;1995;26810;1820607;12207509;200378860;14350;15182;260;1600;341389;23000;6029433;94826;121702;651000;65000;37746370;181630;5225424;416;1969559;9430185;281590
Costa Rica;1996;29794;1945751;12197018;192713180;481874;15182;270;6150;371793;21000;5576112;95269;149380;961000;68000;33373684;196560;5898657;4296;2316437;9430185;520
Costa Rica;1997;33329;2074743;12811902;201187800;10080;15182;270;4470;258674;11000;3946292;97848;152225;1175000;73000;36285380;193200;5643619;444;2386503;967694;525
Costa Rica;1998;24066;1970882;1278357;213773440;10620;15182;280;4400;288940;6000;3613441;98704;109609;1895000;75000;46543220;179400;687866;4576;2576096;9460485;525
Costa Rica;1999;28136;2209826;1699702;231815120;8730;36596;290;3720;247974;4487;4889904;99572;68219;2633000;77000;43501972;193200;5559367;472;2576220;10369757;530
Costa Rica;2000;18502;2106328;1613815;203757440;12870;15182;300;2210;248249;943;5764239;99751;124946;2756667;83000;36934210;202400;543144;464;3054566;10821353;530
Costa Rica;2001;12755;2405631;1652574;181642300;84668;15182;300;2340;269851;662;295000;10013579;65897;3607869;87000;45439564;196190;521887;480;2816137;11509906;540
Costa Rica;2002;11600;2723988;1721480;182092690;104632;15182;331;2200;229750;405;340700;100468;57497;3207247;90000;42636824;206586;5361504;480;3994641;12218418;540
Costa Rica;2003;14644;2474416;1740385;165949870;140460;15182;300;1450;216994;564;113400;101694;56059;3318000;183400;38868588;208650;634051;496;4422010;127480;550
Costa Rica;2004;12649;2474980;1701000;171445900;138542;15182;300;4024;197087;425;71300;102932;54916;3664000;206600;36897900;213900;7846252;504;5085915;134353;550
Costa Rica;2005;13223;2633978;1829800;176047570;86773;15182;300;8005;180869;485;112900;104157;49088;3378000;271300;40043556;210920;11942387;512;5403304;128422;560
Costa Rica;2006;13002;2743210;1959821;194970460;112187;15182;300;14490;174746;4915;133500;105457;47494;2701000;299200;40032190;240300;14193166;520;5422835;132909;570
Costa Rica;2007;19486;2629631;1853260;181923740;138528;15182;300;18630;169076;187;104800;1490089;36607;2562000;315582;33939716;271440;15266375;524;5750261;13647556;570
Costa Rica;2008;12766;2666537;1830453;171759380;140876;15182;310;24980;171418;219;88700;1162510;4838033;3052000;322006;36550624;253080;1880976;560;5463442;300;580
Costa Rica;2009;23860;2636226;1871502;183371250;108275;15182;320;32140;154870;677;110700;1333948;42050;3224728;327091;36990680;293520;18894208;576;6392022;310;596
Costa Rica;2010;18765;2821562;1968655;201759940;103755;15582;330;43570;142507;31;107200;1213115;11419572;2617250;319831;33789030;312060;20127314;560;5453220;320;603
Costa Rica;2011;18501;2394357;1948976;211620060;102121;15182;340;52200;104863;665;101500;936891;1168086;1936500;274866;39094756;26109684;27212044;568;6077040;330;600
Costa Rica;2012;17323;2297444;1898174;161819730;90814;15182;350;49400;55125;1225;87600;1001702;7533316;1660000;269764;34130184;25509128;12854491;544;5611438;340;594
Costa Rica;2013;13969;2058908;1953179;219766540;97899;15582;360;41000;78650;1225;96800;886838;142546;1662611;322769;33216470;244200;10428913;544;6453806;350;625
Costa Rica;2014;10430;913852;2180211;208328660;90905;15582;460;55300;114505;49;87200;895873;103121;1616661;368367;32725780;250279;13271719;536;6132276;360;616
Costa Rica;2015;8072;815664;2137917;191723970;97233;15182;450;57440;128000;498;116800;692715;13368825;1680782;372937;36328810;248277;12783782;568;6118424;370;552
Costa Rica;2016;9542;635596;2331778;189713000;84307;15182;44521;85800;110178;136882;181100;1063010;14615938;1331286;358952;35733100;24033138;19396295;576;6127060;380;589
Costa Rica;2017;6720;584370;2386829;248283220;118161;36596;460;93500;89845;91132;194900;779932;1173821;1016190;346979;35278260;24861398;17394994;576;6002302;387;620
Costa Rica;2018;180626;509963;2418990;228892620;84108;36596;480;134800;82604;74415;162200;738891;157000;594095;337454;38071856;25491438;18265973;576;6701145;390;660
Costa Rica;2019;133057;422377;2481202;201392180;106437;15182;490;155200;87349;147174;70200;777985;280000;4506181;330553;39311476;24750269;14717281;56435;7637324;400;640
Costa Rica;2020;14181;498832;2457089;224056450;81686;36596;500;221100;70810;78461;64000;928230;337000;546800;323539;36863628;24835544;16933552;56287;7931060;410;640
Costa Rica;2021;6246;525294;2357105;195069710;103267;15182;4782;380000;47405;1090471;124200;695604;329000;1073331;328842;35956036;26540144;16911414;56991;7427776;380;650
Cuba;1961;97000;2561000;2153306;80600600;14938;37366;7900;534047;341389;27265484;60000;12408;91200;154600;919835;501499;1560;11754252;32;0;54000;2522201
Cuba;1962;98000;2604000;2117789;79043250;16576;37366;7900;754858;371793;30861946;60000;12548;33007;138800;942219;581490;1260;12717515;24;0;54000;2492532
Cuba;1963;95000;2533690;2083722;99570376;16678;60546;8000;902888;258674;31483846;60000;12683;36307;129500;941791;788610;1020;12111895;16;16496;58000;2528819
Cuba;1964;90000;2507000;2053947;86922904;16128;3699838;8100;8477055;288940;31391268;60000;1281;26130;155300;1057080;476248;358;12621666;16;16153;45000;2536166
Cuba;1965;87000;2275000;2087784;88587430;17387;48834;8300;8387103;247974;32716356;6013817;12932;37044;276800;1070340;522502;370;17166132;20;16499;5644614;2544642
Cuba;1966;90000;2241688;2075508;90639450;16696;7463114;6872;8442561;248249;35407096;6016283;13046;37258;290200;1161121;540071;430;18301306;20;16133;628366;12724785
Cuba;1967;88000;2423446;2073606;96444460;16417;5647;6864;103175394;269851;43008052;586177;135;37300;298100;1198544;570502;240;16306344;24;13811;7152552;17246024
Cuba;1968;90000;2300032;2073092;99222184;15165;3820394;4217;2134;229750;34034916;6112237;135;37258;197100;12771889;550000;300;18099412;8;17249;802296;15819514
Cuba;1969;82000;2272309;4129702;101428936;16400;60546;7013;1829;216994;43151940;6736603;13656;38776;228200;13109472;294771;300;17746566;12;12208;88253;16815516
Cuba;1970;85000;2351000;4094815;103471640;17000;60546;8519;3455;197087;35899650;6749744;1384;38776;297500;14611522;449870;300;20206808;16;984762;970783;15613390
Cuba;1971;88000;2511000;4161574;91788580;17500;381211;10283;3251;180869;49281856;6813559;14013;56312;299100;15012012;356360;300;17833308;72;978853;18890248;15654226
Cuba;1972;88950;2382100;4313479;97051200;17500;5647;3137;3251;174746;52054948;6002979;1417;59695;8334;16581046;451110;300;17909936;80;11500;352139;17663354
Cuba;1973;86924;2236362;4278913;100681070;20000;60546;9000;3270;169076;62874864;6522094;14343;66978;6851;17577358;406020;300;20750345;80;12266;30003144;16087442
Cuba;1974;94821;2440513;4094914;104127960;14700;60922;10000;4179;171418;50230024;6523487;14455;73006;5617;18342074;472348;300;23992595;64;12000;254825;18509956
Cuba;1975;93536;2442000;4527591;107067750;19900;63758;8400;3445;154870;55720630;63150;14322;73132;5940;19085976;476491;300;22950982;48;12000;198976;17669504
Cuba;1976;94000;2236436;4805844;110494540;20900;63758;2039;3000;142507;61126290;6377708;14373;4569882;4874;21888112;529592;285;2460011;32;12000;17933308;16660272
Cuba;1977;95000;2311300;4905418;117836530;18800;40712;1192;3200;104863;45912144;638123;6391;42446;5042;22426735;533070;261;22201438;32;12600;24813512;14828648
Cuba;1978;95000;2445000;4563523;107189840;18800;63758;720;2542;55125;52375696;6384751;8061;94797;5391;22012325;457250;136;24913105;24;12600;66035;17915740
Cuba;1979;95000;2406000;4651562;116531304;18800;40712;2684;4000;78650;59139772;1450;7581;69038;2682;23986502;435050;140;23704302;144;13000;63087;15949203
Cuba;1980;95000;2132000;4555815;115700810;21200;40712;5007;5000;114505;55384240;2150;15436;65783;2412;2371506;437750;15;24125382;144;13000;73277;18784276
Cuba;1981;95000;2679000;4840965;118478270;21200;40712;4541;6000;128000;56547540;1850;15873;67020;3635;1500;70000;153;27396455;144;13500;52907;17094502
Cuba;1982;95000;3167421;5122541;97892460;22000;60546;4500;7940;110178;45756136;1150;18141;69394;2392;1500;75000;300;27787645;20;13700;75407;15197585
Cuba;1983;95000;3447812;5049959;134721120;21238;32564;3843;8870;89845;56393572;5020;20408;6940318;2024;1500;80000;480;26831772;20;11000;75260;18252114
Cuba;1984;95000;3909706;5049011;121141710;19700;31192;6165;12780;82604;56398376;1250;19600;6424186;2027;1500;90000;480;2919106;20;12000;94993;19227922
Cuba;1985;95000;4160762;4807917;112792560;20680;54756;1417;14100;87349;57695570;2150;22700;49517;1980;1500;100000;480;31137665;20;10000;71264;19352736
Cuba;1986;95000;4583007;5072578;107849384;17639;63758;1000;15000;70810;62898850;2650;23000;5748939;2416;2000;110000;480;2921056;20;9000;91796;15712502
Cuba;1987;95000;4788097;5268829;134107920;17639;32564;2250;15000;47405;54116910;1200;24000;5898263;1307;2000;115000;480;34510112;20;10000;65071;21852800
Cuba;1988;95000;4895388;5687490;125718530;17500;25324;2310;15100;21425;72199230;8560;25000;0;1090;2000;120000;480;34802768;20;10500;105549;19404044
Cuba;1989;80000;5480010;5786218;122501976;15823;31192;2300;15377;5622;62890268;1645;29100;0;1570;2000;125000;420;35115435;20;10500;74107;20253474
Cuba;1990;65045;4474110;5942190;123634110;17500;25324;221135;4200;5100;68486504;5550;29600;0;1526;2000;130000;420;37374805;1949;10500;116012;18814402
Cuba;1991;55349;5816960;5950520;121346610;15000;41992;225215;4100;529729;77840890;9870;27362;0;2283;3000;135000;420;35340288;1952;10500;104845;21128180
Cuba;1992;65000;6000490;6688216;132514380;13241;25324;2400;4800;5320;79419910;4400;22086;15000;844;3000;138000;420;22987;1883;11000;120296;19327988
Cuba;1993;68000;5226703;6245963;140731900;13270;32564;2500;6300;5300;76836800;4880;12245;15000;592;3000;140000;420;25846;168;11000;170501;22016418
Cuba;1994;98500;6105456;6693092;144774160;12500;32564;2300;10000;5585;79470536;5780;11655;16500;598;3000;90000;420;26075;1645;12000;155064;21109856
Cuba;1995;103800;6176266;6755207;130232376;12750;25324;234099;12000;5740;82188030;2350;10886;16500;1075;3000;95000;420;29590;1588;14000;186791;19902066
Cuba;1996;143900;6352370;6703392;137501920;10580;32564;2400;14035;56130303;78911000;8270;14058;17500;1771;3200;95400;420;25470;153;14500;156846;16351333
Cuba;1997;202500;6125300;7216154;124510720;10575;25324;240128;18539;57152397;70351500;6170;11101;18000;177;3200;150630;420;30444;1566;15000;310890;21499700
Cuba;1998;176600;6755000;7057257;139432180;11759;32564;2500;14455;593544;89687820;6290;12426;28000;200;3200;166000;475;31405;1750;15500;215902;20591478
Cuba;1999;237700;6876830;9146572;126378690;11760;41992;245963;10000;659963;88625410;4075;17641;35000;637;3280;182160;654;34760;1956;15500;306673;19943798
Cuba;2000;273200;7253373;9031289;138079330;11760;32564;2600;914091;343000;92622260;3170;12789;42000;333;3360;195850;600;37259;2197;15500;370831;18619394
Cuba;2001;298900;5520482;9497898;43338200;11760;1014872;2300;8000;387000;77447530;3825;10992;50000;306;3450;208000;600;44077;2476;15100;328483;19956644
Cuba;2002;309000;4329503;8704847;52137930;11390;1006802;240942;6000;390000;85957416;1665;13334;50000;528;3520;250000;45720;45927;2525;15400;318929;19963558
Cuba;2003;360000;5675027;9160218;45735064;30;99320;244148;7264;387000;97405590;1955;27415;53000;307;3680;237020;31860;38787;2587;15700;424445;19738744
Cuba;2004;398700;5911086;9555738;51445612;30;99320;2500;5943;480000;98363640;2400;27643;55000;39367;3750;270390;34980;35996;2635;16000;405334;20426174
Cuba;2005;362500;5724106;10302017;57444210;30;1006802;2600;5941;480962;91780140;2396;35537;50000;22235;2933;275660;36000;32444;2727;16400;301874;22483428
Cuba;2006;305400;5467392;10996829;51848550;40;1006802;24738;12157;477331;91294720;3023;30426;50000;18594;4000;260000;36720;37113;2741;16700;250914;20830994
Cuba;2007;368800;4817964;11716864;61069044;40;100260;2300;13000;453157;101034170;18305;29630;50000;33029;6000;251035;30540;33600;2859;17100;314345;19642240
Cuba;2008;325700;5308873;11956847;61343108;40;96120;2400;14000;507023;118149040;18457;34633;48000;14179;6200;416253;31600;34953;2856;17400;35411403;18700058
Cuba;2009;304800;4960662;12311224;58776204;40;96120;248599;12000;462237;118971380;193212;20792;44000;14644;7500;374535;30180;33853;3008;17800;48205884;20232480
Cuba;2010;324463;3123708;13115513;54932948;40;96120;248264;12000;489026;128286030;11882556;23316;43000;15927;8000;408170;27000;39462;3084;20000;31054716;19412436
Cuba;2011;354000;4804296;12955647;66275120;40;96120;250029;12000;390003;133635470;1211999;3647437;45000;27871;8000;412530;32610;40216;3170;2057434;3363621;19440412
Cuba;2012;360400;4804000;13510760;67478184;50;96120;25163;12000;362827;132017550;9784357;2336809;50000;20211;8000;653163;32400;37252;5415;2156388;33150738;18368830
Cuba;2013;426200;4841327;13523610;67161020;50;98300;251744;14000;363316;108354060;1246717;2224766;54000;15488;8200;700000;31500;43835;5427;2247434;38673466;20376612
Cuba;2014;428695;17882;13974722;72398870;50;96120;248282;14000;303335;125758960;11283894;1702608;48000;33919;8000;700000;33000;45150;5589;233151;37758053;20057904
Cuba;2015;363021;25634;14251103;63368612;60;96120;248729;14000;308408;131435704;13805558;2932224;47000;33036;8000;700000;31200;44246;8000;2356108;41366362;18512292
Cuba;2016;404467;20637;16079811;69413944;60;5623864;249176;14000;340391;0;11708105;2489313;45000;40787;8000;800000;39000;48930;10000;2418763;40883475;19294984
Cuba;2017;373870;33077;16643976;65572092;60;5633916;16765394;12000;315346;0;9521875;64705;50000;18732;8400;810000;32280;49298;11000;2477558;5039536;18428176
Cuba;2018;3459092;34875;17311920;75921620;70;3016776;155000;14000;341389;2113;10012232;48580;42000;15368;8600;970000;31140;49401;12269;2543927;51476756;20421446
Cuba;2019;307000;50427;17911716;67032820;70;5633916;157000;14000;371793;559935;18606494;49285;40000;13059;8800;1083000;26580;47534;17500;2590692;5386807;22444826
Cuba;2020;2572164;77847;18785268;79477730;70;3699838;159000;14000;258674;10000;15494768;36800;25000;19035;9000;1130000;40140;52553;17110;2640768;545889;21479674
Cuba;2021;238721;79616;19138368;74317850;81;3016776;20509461;14000;288940;8000;66009925;47575;35000;21733;9500;1060000;42900;46442;19547;2740217;535247;22039396
Dominican Republic;1961;50233;34542858;2100;1416932;5579583;675992;74251;13940048;29219134;1163997;239077;64285628;62011345;0;11400;8242500;436930;44817;184275;604080;310972;85000
Dominican Republic;1962;48464;42513305;2100;2088000;6485620;646936;74990;15978515;2816469;1675999;239081;62615530;6050512;0;11600;7787800;438868;39098;198625;637530;304637;80000
Dominican Republic;1963;45583;4302084;2200;2071988;6375401;646936;74814;1444917;27823644;1513631;206532;59080588;5857001;0;11800;7444881;450191;43137;219363;652670;298254;86000
Dominican Republic;1964;43198;4370198;2200;2020033;6581893;883944;76038;1440444;2799146;1425238;172347;56634010;5830085;0;11500;6918044;457801;41302;206570;668170;291839;93000
Dominican Republic;1965;37500;43959405;2300;1935922;6513596;883944;828311;1474894;28645294;139972;208977;54415628;6909788;0;11800;8010364;421751;35980;198346;350913;285407;66000
Dominican Republic;1966;42500;40298272;2400;1568000;6727577;4309;7353968;11117424;29172866;139325;151459;270847;6326357;0;13000;69307945;426800;33360;201121;334126;278974;70000
Dominican Republic;1967;38548;39645682;2500;1723594;7052414;4309;58881;1201198;28603206;140000;105212;305330;6647651;0;13500;79150075;512165;39529;213481;371673;272557;63000
Dominican Republic;1968;40000;42243455;2600;1930736;7141965;4309;6054015;10061692;28807122;160000;77837;274957;6284905;0;13800;82019135;524687;45736;207130;399997;266174;64000
Dominican Republic;1969;43000;42393675;2600;1946000;7375356;4309;6127334;96719306;28861066;180000;62815;323903;66486475;0;15306;7169745;554574;34900;201015;409788;2500;29000
Dominican Republic;1970;45000;41427205;2700;1768000;7389946;4309;5901704;10634202;30000;190000;65231;395608;64121625;0;12818;8513640;569234;39034;195317;424084;257659;25000
Dominican Republic;1971;49000;3968044;2700;1682000;7607742;4309;605319;13163098;40000;200000;73541;347040;58115785;0;15528;7900120;682019;50689;188431;411474;2600;25000
Dominican Republic;1972;50000;40323878;2800;2153000;7784245;4309;5389964;14425828;51819;200;67700;398586;6247221;0;12218;8222360;663571;41642;184947;426575;253321;31000
Dominican Republic;1973;46600;4067477;2900;2120000;8055706;4309;6909304;1707237;61776;500;49300;510873;6207006;0;10425;8149400;647385;46470;168714;473202;244672;36362
Dominican Republic;1974;48800;37838535;2800;2376000;8662843;69928;6746364;1993259;100386;1000;38640;456686;59336685;0;6603;174500;640365;48623;151291;459312;252664;36576
Dominican Republic;1975;46122;1591293;2100;1766516;9372562;72468;6337866;1835547;40000;1300;28616;541794;6408021;0;2835;194200;682158;43958;146308;462186;250219;39601
Dominican Republic;1976;66621;1523010;2500;2704452;9453882;70122;8222654;21130602;80000;1500;26492;680740;6058127;0;22599;176700;676475;53669;146272;409413;249185;45948
Dominican Republic;1977;65488;1465144;257793;2407000;11384504;85378;7536109;18878458;152000;1600;25674;473348;6515370;0;18082;207400;698016;56261;146703;482977;250689;52318
Dominican Republic;1978;66032;1552267;258153;2970000;12999383;99308;72726;17949182;100000;1600;24650;539198;6102430;0;17371;224700;682591;54628;151693;428763;250031;62433
Dominican Republic;1979;38228;1298111;2500;2932000;14163007;98286;59867;14332279;120000;1600;19265;503340;6386990;0;18124;230300;684076;57339;151981;387808;16000;63376
Dominican Republic;1980;44488;1467716;257333;3039000;16618898;100002;6347629;18346302;152000;1600;19468;499371;6587950;0;48725;264100;638600;65458;152730;365787;16000;42307
Dominican Republic;1981;40271;1635739;258399;2059000;17457800;100652;5962112;18727651;250000;1500;24661;499000;3005623;0;51000;269000;691163;46480;158550;426001;16000;44495
Dominican Republic;1982;27709;1486864;259595;2316000;18153068;100652;5707269;18027588;250000;1600;28271;417000;2380044;0;62000;244000;675800;55296;161170;434069;16000;47626
Dominican Republic;1983;38457;1821586;261192;1807000;19730038;80674;494268;17260151;190000;1700;33424;343195;3179870;0;1000;234200;643900;45326;167980;440513;16000;49644
Dominican Republic;1984;93194;1740243;262522;2389000;23472214;2598;4529962;16701114;230000;1700;36000;254507;3232037;0;5000;242400;639412;47923;38020;514836;16000;75831
Dominican Republic;1985;66786;1762572;2600;2314000;25189580;4098;5325001;17143812;260000;1750;33515;323222;3350208;0;10000;268700;639305;5188578;37162;527505;16000;79413
Dominican Republic;1986;47098;1542864;260611;2514000;28230090;4424;6850026;18062548;270000;1800;34395;391589;3819144;0;10000;271000;717962;4228747;39400;498562;16000;78917
Dominican Republic;1987;42845;1915753;260431;2762000;29943566;4424;6627221;17739918;172300;1900;41200;416417;3592379;0;20000;294900;756051;445034;43153;505721;16000;29000
Dominican Republic;1988;57098;1843101;2800;1939000;31359394;4424;8946469;18113308;182000;1500;26500;314011;3661396;0;30000;284200;752512;42425;41633;498138;16000;31000
Dominican Republic;1989;52300;1852079;278702;3162000;32882560;7464;9615468;18514929;171200;1850;42500;389565;4306150;0;30000;304100;762380;39015;46145;463497;16000;35000
Dominican Republic;1990;39694;1598417;28317;2288000;33748780;7464;1500;19218819;84600;2000;38200;423186;3560847;0;30000;326500;765415;410205;53935;536846;16000;24000
